asset_id,asset_title,asset_type,description,format_type,owner_division,owner_email,front_end_url,resource_url,source_catalog,source_group,data_category,update_frequency,objective,tags,geo_coverage,created_date,last_updated
"DAT-019","สถานประกอบการที่มีการผลิตที่เป็นมิตรกับสิ่งแวดล้อม Green Production","Data Asset","สถานประกอบการที่มีการผลิตที่เป็นมิตรกับสิ่งแวดล้อม มีการนำแนวคิด BCG Model ไปใช้ในกระบวนการผลิตและการออกแบบผลิตภัณฑ์ ใช้ทรัพยากรอย่างคุ้มค่า ลดของเสียจากแหล่งกำเนิด ลดผลกระทบต่อสิ่งแวดล้อม และลดการปล่อยก๊าซเรือนกระจก (Green House Gases: GHG) ออกสู่บรรยากาศ","Dataset","กองส่งเสริมการมีส่วนร่วมต่อการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม","ggreen.greenproduction@gmail.com","https://dgf.dcce.go.th/dataset/db0605-001","https://dgf.dcce.go.th/dataset/7f2f3674-e52e-4499-944e-cf014e81aa2d/resource/a142c4a3-74d2-4212-a178-33bff3e466cb/download/data-catalog-green-production-66.xlsx","Data Catalog (CKAN DGF)","","ข้อมูลสาธารณะ","ปี","เพื่อการให้บริการประชาชน","GGreen, GreenProduction, การผลิตที่เป็นมิตรกับสิ่งแวดล้อม, ผลิตภัณฑ์ที่เป็นมิตรกับสิ่งแวดล้อม, สถานประกอบการที่มีการผลิตที่เป็นมิตรกับสิ่งแวดล้อม, เป็นมิตรกับสิ่งแวดล้อม","จังหวัด","2023-08-17","2026-02-13"
"DAT-020","รายงานความคืบหน้าการดำเนินงาน SDG 13 [2025]","Knowledge Asset","""กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม ถูกกำหนดหน่วยงานระดับเป้าหมายหลัก (Goals) – C1 )  มีภารกิจในการประสานและบูรณาการการทำงานภาพรวมระหว่างหน่วยงานที่เกี่ยวข้องเพื่อให้บรรลุเป้าหมายที่รับผิดชอบในการรายงานผลการดำเนินงานที่ได้มีการขับเคลื่อน ตลอดจนรวบรวมความเห็นและข้อเสนอแนะจากหน่วยงาน ที่มีการดำเนินงานตามเป้าหมายย่อย (C2) เช่น กระทรวงมหาดไทย  รายงานการติดตามการการดำเนินงานตามเป้าหมายการพัฒนาที่ยั่งยืน เป้าหมายที่ 13 ฉบับนี้ได้รวบรวมวิธีการรวมทั้งผลการดำเนินงานตามตัวชี้วัดตลอดจนความเห็นและข้อเสนอแนะจากหน่วยงานที่เกี่ยวข้อง โดยมีสำนักงานสภาพัฒนาการเศรษฐกิจและสังคมแห่งชาติ เป็นหน่วยงานประสานกลาง SDG ของประเทศไทยและเป็นหน่วยรวบรวมข้อมูลตามตัวชี้วัด ข้อมูลจะถูกจัดเก็บในฐานข้อมูลตัวชี้วัด SDG ของประเทศไทย และเผยแพร่เป็นข้อมูลแบบเปิด (open data) ในรูปแบบ SDG dashboard  
""","Document","กลุ่มนโยบายและแผน","ccepolicy@dcce.mail.go.th","https://dgf.dcce.go.th/dataset/https-tinyurl-com-sdg13-2025","https://dgf.dcce.go.th/dataset/329a0611-36c1-4f19-85ad-0287ee2ee5b6/resource/e3f48d73-6494-44cf-9398-21181c79a4d3/download/untitled.pdf","Data Catalog (CKAN DGF)","","ข้อมูลสาธารณะ","ปี","พันธกิจหน่วยงาน","SDG13, รายงานติดตามความก้าวหน้า","ประเทศ","2024-07-31","2024-08-09"
"DAT-021","แผนการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศแหงชาติ","Knowledge Asset","กรอบนโยบายระดับประเทศที่กำหนดแนวทางและมาตรการในการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ โดยมีเป้าหมายเพื่อเพิ่มขีดความสามารถในการรับมือกับความเสี่ยงและลดผลกระทบทางเศรษฐกิจ สังคม และสิ่งแวดล้อม ซึ่งให้ความสำคัญกับ 6 สาขาที่มีความเสี่ยงต่อการเปลี่ยนแปลงสภาพภูมิอากาศ ได้แก่ การจัดการทรัพยากรน้ำ เกษตรและความมั่นคงทางอาหาร การท่องเที่ยว สาธารณสุข การจัดการทรัพยากรธรรมชาติ และการตั้งถิ่นฐานและความมั่นคงของมนุษย์","Document","กลุมขับเคลื่อนการปรับตัวตอการเปลี่ยนแปลงสภาพภูมิอากาศ","adapt.dcce@gmail.com","https://dgf.dcce.go.th/dataset/db0302-001","https://dgf.dcce.go.th/dataset/597b536f-1255-41e7-a5af-eb6b58848b79/resource/53429bfc-30b3-47fa-83fa-52225fe42140/download/nap_thailand-v.eng..pdf","Data Catalog (CKAN DGF)","","ข้อมูลสาธารณะ","ปี","ดัชนี/ตัวชี้วัดระดับนานาชาติ","การปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ, การสร้างภูมิคุ้มกัน, การเปลี่ยนแปลงสภาพภูมิอากาศ, ผลกระทบจากการเปลี่ยนแปลงสภาพภูมิอากาศ, แผนการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ","ประเทศ","2018-11-19","2024-04-02"
"DAT-022","ชุดเเนวทางการปรับตัวต่อการเปลี่ยนเเปลงสภาพภูมิอากาศโดยใช้เเนวทางธรรมชาติ (Nbs)","Knowledge Asset","เสริมสร้างศักยภาพในการใช้เครื่องมือประเมินทางเศรษฐศาสตร์ เเละสนับสนุนการบูรณาการแนวทางธรรมชาติ (Nature-based solutions: NbS) ในการแก้ไขปัญหาการเปลี่ยนแปลงสภาพภูมิอากาศในเขตเมือง","Document","กองขับเคลื่อนการปรับตัวต่อการเปลี่ยนเเปลงสภาพภูมิอากาศ กลุ่มพัฒนาเเนวทางเเละศักยภาพในการปรับตัวต่อการเปลี่ยนเเปลงสภาพภูมิอากาศ","adapgl.dcce@gmail.com","https://dgf.dcce.go.th/dataset/nbs","https://dgf.dcce.go.th/dataset/b988d34e-f36e-490a-b153-f4f85357938c/resource/c001e759-6731-4eaa-a7ac-935ca23e4130/download/untitled.pdf","Data Catalog (CKAN DGF)","","ข้อมูลสาธารณะ","ปี","แผนพัฒนาเศรษฐกิจและสังคมแห่งชาติ, แผนระดับที่ 3 (มติครม. 4 ธ.ค. 2560), เพื่อการให้บริการประชาชน","NAP, การปรับตัว, การเปลี่ยนเเปลงสภาพภูมิอากาศ, เเนวทางธรรมชาติ(Nbs), เเผนNAP","ไม่มี","2023-08-01","2024-07-10"
"DAT-023","หลักสูตรการส่งเสริมคุณธรรม จริยธรรม และการป้องกันการทุจริตภายในหน่วยงาน","Knowledge Asset","การจัดฝึกอบรมหรือกิจกรรมที่มีเนื้อหาเกี่ยวกับการส่งเสริมคุณธรรม จริยธรรม และการป้องกันการทุจริตภายในหน่วยงาน และมีการรายงานสรุปผลเป็นองค์ความรู้ที่ได้จากหลักสูตรฯ พร้อมเผยแพร่ผ่านเว็บไซต์ของหน่วยงาน","Document","กลุ่มงานจริยธรรม","deqp_ethics@hotmail.com","https://dgf.dcce.go.th/dataset/db0104-001e","https://dgf.dcce.go.th/dataset/8a50d7d2-0ac5-423a-b8c3-c985e1307d07/resource/7164048d-fbdf-4836-bf38-4f15fff92dd6/download/-..-2567.pdf","Data Catalog (CKAN DGF)","","ข้อมูลสาธารณะ","ปี","ยุทธศาสตร์ชาติ, แผนแม่บทภายใต้ยุทธศาสตร์ชาติ, กฎหมายที่เกี่ยวข้อง","การป้องกันการทุจริตในวงราชการ, คุณธรรม, จริยธรรม","ไม่มี","2023-10-01","2024-07-31"
"DAT-024","ผลสรุปการประชุม COP ประจำปี","Knowledge Asset","ผลสรุปการประชุมรัฐภาคีกรอบอนุสัญญาสหประชาชาติว่าด้วยการเปลี่ยนแปลงสภาพภูมิอากาศ (Conference of Parties to the United Nations Framework Convention on Climate Change: COP) (ข้อมูลความก้าวหน้าของประเทศ)","Document","กลุ่มอนุสัญญาและความร่วมมือระหว่างประเทศ","unfccc.thailand.focalpoint@gmail.com","https://dgf.dcce.go.th/dataset/db0503-002","https://dgf.dcce.go.th/dataset/b16cbea7-91a5-475b-a38b-d5164b880237/resource/b52c5e35-44ab-4482-93a2-a0b3679b45bc/download/-cop-21.pdf","Data Catalog (CKAN DGF)","","ข้อมูลสาธารณะ","ปี","ยุทธศาสตร์ชาติ","COP, ผลการประชุม","ประเทศ","2024-03-01","2024-08-27"
"DAT-025","แผนปฏิบัติการด้านการลดก๊าซเรือนกระจกของประเทศ ปี พ.ศ. ๒๕๖๔ – ๒๕๗๓","Knowledge Asset","แผนปฏิบัติการด้านการลดก๊าซเรือนกระจกของประเทศ ปี พ.ศ. ๒๕๖๔ – ๒๕๗๓ จัดทำขึ้นเพื่อเป็นกรอบการดำเนินงานด้านการลดก๊าซเรือนกระจกของประเทศรายสาขา สอดคล้องตามการมีส่วนร่วมที่ประเทศกำหนด (Nationally Determined Contribution: NDC) มีเป้าประสงค์ในการบรรลุเป้าหมายการลดก๊าซเรือนกระจกที่ร้อยละ ๓๐ - ๔๐ จากกรณีปกติ (Business as Usual: BAU) ภายในปี ค.ศ. ๒๕๗๓ ด้วยการดำเนินงานใน ๕ สาขาหลัก ได้แก่ สาขาพลังงาน สาขาคมนาคมขนส่ง สาขากระบวนการอุตสาหกรรมและการใช้ผลิตภัณฑ์ (Industrial Processes and Product Use: IPPU) สาขาการจัดการของเสียและน้ำเสียอุตสาหกรรม และสาขาเกษตร","Document","กลุ่มขับเคลื่อนการลดก๊าซเรือนกระจก","ccmis.dcce@gmail.com","https://dgf.dcce.go.th/dataset/dcce-go-th","https://dgf.dcce.go.th/dataset/f482dd7a-61d5-44d9-9c35-538359e8c257/resource/e344688d-23f9-4ddf-ab44-0f3de5773d5e/download/-..-ndc-action-plan-on-mitigation-2021-2030.pdf","Data Catalog (CKAN DGF)","","ข้อมูลสาธารณะ","อื่นๆ","ยุทธศาสตร์ชาติ, แผนพัฒนาเศรษฐกิจและสังคมแห่งชาติ, แผนแม่บทภายใต้ยุทธศาสตร์ชาติ","(Nationally Determined Contribution: NDC)","ประเทศ","2024-04-26","2024-10-01"
"DAT-026","องค์กรเอกชนด้านการคุ้มครองสิ่งแวดล้อมและอนุรักษ์ทรัพยากรธรรมชาติ","Data Asset","องค์กรเอกชนที่ได้รับการขึ้นทะเบียนเป็นองค์เอกชนด้านการคุ้มครองสิ่งแวดล้อมและอนุรักษ์ทรัพยากรธรรมชาติจากกรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อมแล้ว","Dataset","กลุ่มส่งเสริมความร่วมมือองค์กรเอกชนและองค์กรชุมชน","ngos.deqp@gmail.com","https://dgf.dcce.go.th/dataset/db0602-001","https://dgf.dcce.go.th/dataset/138a0249-eca3-4a04-b497-51eff590e3f5/resource/555cdbd4-0edf-491c-b0d8-652a9a2b8f58/download/.xlsx","Data Catalog (CKAN DGF)","","ข้อมูลสาธารณะ","ปี","กฎหมายที่เกี่ยวข้อง, พันธกิจหน่วยงาน","NGOด้านสิ่งแวดล้อม, NGOพรบ.สิ่งแวดล้อม, จดทะเบียนเป็นngos, พรบ.สิ่งแวดล้อมมาตรา7, รายชื่อngo","จังหวัด","2019-09-05","2024-07-17"
"DAT-027","องค์ความรู้การเปลี่ยนแปลงสภาพภูมิอากาศของไทยจากงานวิจัยตีพิมพ์ (DCCE) Thai Climate Change Knowledge Repository from Peer-Reviewed Publications (DCCE)","Knowledge Asset","ชุดองค์ความรู้นี้รวบรวมข้อมูล ผลการศึกษา และการวิเคราะห์ด้านการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อมของประเทศไทย จากงานวิจัยของกรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อมที่ผ่านการตีพิมพ์ในวารสารวิชาการระดับนานาชาติ เพื่อใช้สนับสนุนการอ้างอิงเชิงวิชาการ การกำหนดนโยบาย และการพัฒนาองค์ความรู้นวัตกรรมด้านการปรับตัว การลดก๊าซเรือนกระจก และผลกระทบทางสิ่งแวดล้อม","Document","กลุ่มวิจัยด้านการปรับตัวต่อการเปลี่ยนแปลงสภาพภูมิอากาศ","cca.dcce24@gmail.com","https://dgf.dcce.go.th/dataset/db0704-003","https://dgf.dcce.go.th/dataset/e6f8162e-630a-42d7-94d6-8dc1df59173c/resource/c07e4ff2-5c36-410e-b3e7-8e3b462c610a/download/manuscript.pdf","Data Catalog (CKAN DGF)","","ข้อมูลสาธารณะ","ไม่มีการปรับปรุงหลังจากการจัดเก็บข้อมูล","เพื่อการให้บริการประชาชน","manuscript, pbl, ร่างบทความวิชาการ","ประเทศ","2024-02-01","2025-03-11"
"DAT-028","คู่มือในการพิจารณาอุทธรณ์","Knowledge Asset","เป็นเอกสารคู่มือในการพิจารณาอุทธรณ์ ตามพระราชบัญญัติการจัดซื้อจัดจ้างและการบริหารพัสดุภาครัฐ พ.ศ. 2560","Document","กลุ่มกฎหมาย","Legalaffairs.dcce@gmail.com","https://dgf.dcce.go.th/dataset/manual-appeal-consideration-2560","https://dgf.dcce.go.th/dataset/1c88e8a0-0ec5-4122-b64f-e58dbcbcd7d1/resource/96771fd9-5940-4f8e-9dd4-37f290b1d477/download/untitled.pdf","Data Catalog (CKAN DGF)","","ข้อมูลสาธารณะ","ปี","กฎหมายที่เกี่ยวข้อง","คู่มือ, อุทธรณ์","ไม่มี","2025-06-25T03:17:22.647410","2025-08-14T01:29:11.386048"
"DAT-029","รายชื่อเครือข่ายเด็กและเยาวชนด้านการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม(ทั้งในระบบและนอกระบบการศึกษา)","Data Product","เครือข่ายเด็กและเยาวชนที่ขับเคลื่อนกิจกรรมด้านการเปลี่ยนแปลงสภาพภูมิอากาศทุกกลุ่มทั่วประเทศ ในระบบการศึกษา ได้แก่ โรงเรียน มหาวิทยาลัย กศน. หรือที่สังกัดหน่วยงานต่างๆทางด้านการศึกษา  
นอกระบบการศึกษา ได้แก่ เยาวชนกลุ่มพื้นที่ห่างไกล ชายขอบ องค์กรเอกชน หรือกลุ่มอื่นๆ ที่ไม่ได้อยู่ในระบบการศึกษา
กลุ่มชนเผ่าชาติพันธ์ุ","Web Application","กลุ่มส่งเสริมเด็กและเยาวชนด้านสิ่งแวดล้อม","youthandscout@gmail.com","https://dgf.dcce.go.th/dataset/db0999-888","https://dgf.dcce.go.th/dataset/c4868c5c-9d5f-41fb-88b5-53198ee2bd90/resource/ffa7c79e-9a75-462d-af74-c3e753d9c27b/download/untitled.pdf","Data Catalog (CKAN DGF)","","ข้อมูลสาธารณะ","ครึ่งปี","ยุทธศาสตร์ชาติ, แผนพัฒนาเศรษฐกิจและสังคมแห่งชาติ, แผนแม่บทภายใต้ยุทธศาสตร์ชาติ, แผนปฏิรูปประเทศ, มติคณะรัฐมนตรี, พันธกิจหน่วยงาน","กลุ่มชาติพันธุ์, ชนเผ่า, นอกระบบการศึกษา, องค์กรเอกชน, เครือข่ายเด็กและเยาวชน, ในระบบการศึกษา","จังหวัด","2013-01-01","2021-07-30"
"DAT-030","การผลิตที่เป็นมิตรกับสิ่งแวดล้อม (Green Production)","Data Asset","ข้อมูลแสดงจำนวนสถานประกอบการที่ผ่านเกณฑ์การประเมินการผลิตที่เป็นมิตรกับสิ่งแวดล้อม (Green Production) โดยเเบ่งเป็น 4 ระดับ คือ ระดับ Green Plus ระดับดีเยี่ยม ระดับดีมาก และระดับดี","Dataset","กองส่งเสริมการมีส่วนร่วมต่อการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม","GGreen.GreenProduction@gmail.com","https://dgf.dcce.go.th/dataset/db0103-003","https://dgf.dcce.go.th/dataset/85c9b8d4-c812-425a-bfaa-58a38ef1a956/resource/2af2bd97-83dc-4636-8065-171cf154de23/download/data-catalog-green-production-66.xlsx","Data Catalog (CKAN DGF)","","ข้อมูลสาธารณะ","ปี","อื่นๆ","GGreenDEQP, Green Product, ผลิตภัณฑ์ที่เป็นมิตรกับสิ่งแวดล้อม, สถานประกอบการณ์ที่ผ่านเกณฑ์ประเมิน, สถานประกอบการที่เป็นมิตรกับสิ่งแวดล้อม, เกณฑ์ประเมินผลิตภัณฑ์, เป็นมิตรกับสิ่งแวดล้อม","ตำบล","2013-01-01","2025-07-18"
"DAT-031","ผลการลดก๊าซเรือนกระจกของประเทศไทย","Data Asset","ผลการดำเนินงานลดก๊าซเรือนกระจกของประเทศ จากสาขาต่าง ๆ ได้แก่ สาขาพลังงาน สาขาคมนาคมขนส่ง สาขากระบวนการอุตสาหกรรมและการใช้ผลิตภัณฑ์รวมถึงน้ำเสียอุตสาหกรรม และสาขาการจัดการของเสียชุมชน ซึ่งรวบรวมจากผลการดำเนินงานตามมาตรการการลดก๊าซเรือนกระจกของหน่วยงานต่าง ๆ ได้แก่ สำนักงานนโยบายและแผนพลังงาน สำนักงานนโยบายและแผนการขนส่งและจราจร กรมโรงงานอุตสาหกรรม และกรมควบคุมมลพิษ (รวบรวมข้อมูลจาก สผ. และได้ทำการถ่ายโอนภารกิจมา ซึ่งในรอบเวลาปรับปรุงข้อมูลถัดไป กรมเปลี่ยนแปลงจะเป็นผู้ทำการปรับปรุงข้อมูล)","Dataset","กองขับเคลื่อนการลดก๊าซเรือนกระจก กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม","ccmcdatabase@onep.go.th","https://dgf.dcce.go.th/dataset/thailand-ghg-reduction","https://dgf.dcce.go.th/dataset/d72a8462-86f9-4f29-8ffc-5e5c60093787/resource/85960b9b-2468-4889-83c4-ef68ef787e5e/download/ghg-reduction_.csv","Data Catalog (CKAN DGF)","","ข้อมูลสาธารณะ","ปี","อื่นๆ","การลดก๊าซ, ก๊าซเรือนกระจก, ปริมาณการลดก๊าซเรือนกระจก, ผลการลดก๊าซเรือนกระจก","ไม่มี","2024-01-25T03:13:57.060492","2024-05-20"
"DAT-032","รายงานการประชุม หารือข้อมูลพื้นที่เป้าหมายสำหรับการส่งเสริมการปลูกป่า เพื่อบรรลุเป้าหมายการดูดกลับก๊าซเรือนกระจกภายใต้ยุทธศาสตร์ระยะยาวในการพัฒนาแบบปล่อยก๊าซเรือนกระจกต่ำของประเทศไทย","Knowledge Asset","ข้อมูลที่แสดงให้เห็นถึงรายงานการประชุมของหน่วยงาน เช่น (1) รายชื่อผู้เข้าร่วมประชุม (2) ข้อมูลพื้นที่ป่าของหน่วยงาน (3) เป้าหมาย และเงื่อนไขการส่งเสริมการปลูกป่าของหน่วยงาน (4) ความถี่ของการปรับปรุงข้อมูล (5) แผนปฎิบัติงานในการเพิ่มพื้นที่ป่าของหน่วยงาน","Document","กลุ่มพัฒนาแนวทางและศักยภาพการลดก๊าซเรือนกระจก","capacitybuildingsec@dcce.mail.go.th","https://dgf.dcce.go.th/dataset/report-forest","","Data Catalog (CKAN DGF)","","ข้อมูลใช้ภายใน","ปี","พันธกิจหน่วยงาน","ข้อมูลพื้นที่เป้าหมายสำหรับการส่งเสริมการปลูกป่า การดูดกลับก๊าซเรือนกระจก","ไม่มี","2024-08-14","2024-08-15"
"DAT-033","ข้อมูลการจัดสรรครุภัณฑ์คอมพิวเตอร์","Data Asset","ข้อมูลการจัดสรรครุภัณฑ์ จัหาคอมพิวเตอร์และเครือข่ายคอมพิวเตอร์เพื่อสนับสนุนการดำเนินงานขององค์กร","Dataset","กลุ่มพัฒนาเทคโนโลยีดิจิทัล","computercenter@dcce.mail.go.th","https://dgf.dcce.go.th/dataset/db-0101-001","","Data Catalog (CKAN DGF)","","ข้อมูลใช้ภายใน","ปี","พันธกิจหน่วยงาน, อื่นๆ","เครื่องคอมพิวเตอร์ สำหรับงานประมวลผลแบบที่ 1, เครื่องคอมพิวเตอร์ สำหรับงานประมวลผลแบบที่ 2, โน๊ตบุ๊ก สำหรับงานประมวลผล, โน๊ตบุ๊ก สำหรับงานสำนักงาน","ไม่มี","2024-01-31","2024-08-16"
"DAT-034","การเสนอความเห็นเพื่อประกอบการประชุมคณะรัฐมนตรี","Data Asset","แบบการเสนอความเห็นเพื่อประกอบการประชุมคณะรัฐมนตรี ที่ ปคร.สส. จัดทำส่งไปยัง ปคร.ทส.","Dataset","กลุ่มเลขานุการคณะกรรมการนโยบายการเปลี่ยนแปลงสภาพภูมิอากาศแห่งชาติ","sncc@dcce.mail.go.th","https://dgf.dcce.go.th/dataset/2567","","Data Catalog (CKAN DGF)","","ข้อมูลใช้ภายใน","เดือน","มติคณะรัฐมนตรี","การประสานงาน ปคร., การเสนอความเห็น ปคร., ปคร","ไม่มี","2024-07-31","2024-08-15"
"DAT-035","การปล่อยและกักเก็บก๊าซเรือนกระจกของประเทศไทย","Data Asset","ปริมาณการปล่อยก๊าซเรือนกระจกของประเทศไทย ทั้ง 5 ภาคส่วน ได้แก่ 1) ภาคพลังงาน 2) ภาคกระบวนการอุตสาหกรรมและการใช้ผลิตภัณฑ์ 3) ภาคเกษตร 4) ภาคป่าไม้และการใช้ประโยชน์ที่ดิน และ 5) ภาคของเสีย 
(รวบรวมข้อมูลจาก สผ. และได้ทำการถ่ายโอนภารกิจมา ซึ่งในรอบเวลาปรับปรุงข้อมูลถัดไป กรมเปลี่ยนแปลงจะเป็นผู้ทำการปรับปรุงข้อมูล)","Dataset","กองขับเคลื่อนการลดก๊าซเรือนกระจก กรมการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม","ghginventory@dcce.mail.go.th","https://dgf.dcce.go.th/dataset/ghgemission","https://dgf.dcce.go.th/dataset/123fb7a8-2a8a-417c-801f-2f1f5ca3d523/resource/00f42225-dfda-4f3e-b130-e6022e46c07b/download/ghg-emission-by-gas-.csv","Data Catalog (CKAN DGF)","","ข้อมูลสาธารณะ","ปี","อื่นๆ","กักเก็บ, การปล่อยก๊าซ, ก๊าซเรือนกระจก, ปริมาณการกักเก็บก๊าซเรือนกระจก, ปริมาณการปล่อยก๊าซเรือนกระจก","ประเทศ","2024-01-25T03:01:33.588483","2022-12-27"
"DAT-036","บัญชีการปล่อยก๊าซเรือนกระจกของประเทศไทย ภาคพลังงานและคมนาคมขนส่ง","Data Asset","การจัดทำบัญชีก๊าซเรือนกระจกของประเทศไทยเพื่อรายงานข้อมูลตามพันธกรณีของการเป็นภาคีสมาชิกของอนุสัญญาสหประชาชาติว่าด้วยการเปลี่ยนแปลงสภาพภูมิอากาศ หรือ United Nations Framework on Climate Change (UNFCCC) ซึ่งกำหนดให้มีการจัดทำและรายงานข้อมูลบัญชีก๊าซเรือนกระจกเพื่อเสนอต่อ UNFCCC","Dataset","กลุ่มบัญชีก๊าซเรือนกระจก","parichat@dcce.mail.go.th","https://dgf.dcce.go.th/dataset/db0404-001","https://dgf.dcce.go.th/dataset/4e80edcc-bb5c-416d-b020-fc1ea1d60583/resource/719b6a9b-a19d-4fbf-bf24-6d612475b17f/download/ghg-emission-gas-energy.csv","Data Catalog (CKAN DGF)","","ข้อมูลสาธารณะ","ปี","ยุทธศาสตร์ชาติ","บัญชีการปล่อยก๊าซเรือนกระจกภาคพลังงานและคมนาคมขนส่ง","ไม่มี","2024-08-13T18:08:21.787059","2024-08-28"
"DAT-037","ขั้นตอนในการ รับ-ส่ง หนังสือด้วยระบบสารบรรณอิเล็กทรอนิกส์ ภายในกองขับเคลื่อนการลดก๊าซเรือนกระจก","Data Product","การดำเนินงานที่เกี่ยวกับงานบริหารเอกสาร การรับ-ส่งการเก็บรักษา ด้วยระบบสารบรรณอิเล็กทรอนิกส์ 
เพื่อรองรับและสนับสนุนการปฏิบัติงานของกองขับเคลื่อนการลดก๊าซเรือนกระจกได้อย่างมีประสิทธิภาพ 
รวดเร็วและปลอดภัย","Web Application","ฝ่ายบริหารทั่วไป","ggmgeneraldcce@gmail.com","https://dgf.dcce.go.th/dataset/db0401-001","https://dgf.dcce.go.th/dataset/6ce39903-9a94-4f26-babd-191e4a7a058f/resource/83ae7524-11fc-417b-b59e-b2c777b7dbba/download/-..pdf","Data Catalog (CKAN DGF)","","ข้อมูลสาธารณะ","ไม่มีการปรับปรุงหลังจากการจัดเก็บข้อมูล","พันธกิจหน่วยงาน","กองขับเคลื่อนการลดก๊าซเรือนกระจก, ขั้นตอน, ระบบสารบรรณอิเล็กทรอนิกส์, รับ-ส่ง, หนังสือ","ไม่มี","2024-08-14","2024-08-16"
"DAT-038","หลักสูตรบริหารการเปลี่ยนแปลงสภาพภูมิอากาศ","Knowledge Asset","รายชื่อวิทยากร ห้วข้อวิชาฝึกอบรม ผู้ผ่านการฝึกอบรม เอกสารประกอบการฝึกอบรม","Document","กลุ่มพัฒนาศักยภาพบุคลากรด้านการเปลี่ยนแปลงสภาพภูมิอากาศและสิ่งแวดล้อม","DCCEtraining@dcce.mail.go.th","https://dgf.dcce.go.th/dataset/db0707-001","https://dgf.dcce.go.th/dataset/55907e8e-6d46-4f22-ab82-265aa256cc0b/resource/360276cd-82e7-4c6f-b540-216b02312409/download/1..pdf","Data Catalog (CKAN DGF)","","ข้อมูลสาธารณะ","ปี","พันธกิจหน่วยงาน","การเปลี่ยนแปลงสภาพภูมิอากาศ","ไม่มี","2024-02-19","2024-03-28"
"DAT-039","คู่มือวิธีทดสอบหาปริมาณสารอินทรีย์ระเหยง่ายในบรรยากาศ","Knowledge Asset","วิธีทดสอบหาปริมาณสารอินทรีย์ระเหยง่ายในบรรยากาศ โดยใช้ถังเก็บตัวอย่างอากาศ (Canister) และเครื่อง Preconcentrator
Gas Chromatography/Mass Spectrometry ใช้ในการทดสอบหาปริมาณสารอินทรีย์ระเหยง่าย (Volatile organic compounds; VOCs)
ในบรรยากาศ จำนวน 25 พารามิเตอร","Document","กลุ่มมาตรฐานและห้องปฏิบัติการ","plernpis_p@yahoo.com","https://dgf.dcce.go.th/dataset/db0706-003","https://dgf.dcce.go.th/dataset/5d26cd0e-e974-4a59-9ccb-774aa3379f6f/resource/4c7481d2-024b-414d-8325-d1e9514605b6/download/.pdf","Data Catalog (CKAN DGF)","","ข้อมูลสาธารณะ","ปี","เพื่อการให้บริการประชาชน","สารอินทรีย์ระเหยง่ายในบรรยากาศ","ไม่มี","2025-03-03","2025-06-09T08:20:43.555827"
"DAT-040","คู่มือการทดสอบสารไดออกซินในบรรยากาศ","Knowledge Asset","ไดออกซิน (Dioxins) เป็นกลุ่มของสารเคมีที่มีโครงสร้างทางเคมีและคุณสมบัติที่คล้ายคลึงกัน ซึ่งมีมากกว่า 200 ชนิด ประกอบด้วย benzene ring 2 วง เชื่อมกันด้วยออกซิเจน 2 อะตอม ที่วางตัวในตำ แหน่งตรงข้ามกัน และมีคลอรีนแทนที่ไฮโดรเจนใน benzene ring ในตำ แหน่ง
ต่าง ๆ กัน พบมีประมาณ 30 ชนิดเท่านั้นที่ก่อให้เกิดพิษ โดยตัวที่ก่อให้เกิดพิษสูงที่สุด คือ2,3,7,8-tetrachlorodibenzo-para-dioxin (อาจเรียกย่อว่า 2,3,7,8-TCDD หรือ TCDD) ซึ่งเป็น isomer หรือ congener ของ dioxins","Document","กลุ่มมาตรฐานและห้องปฏิบัติการ","saraban@dcce.mail.go.th","https://dgf.dcce.go.th/dataset/db0706-002","https://dgf.dcce.go.th/dataset/21305df7-4e64-42a9-b908-393e2338d8a0/resource/3c628588-0517-4f0d-97a5-c2e0457a7374/download/_version-2_compressed.pdf","Data Catalog (CKAN DGF)","","ข้อมูลสาธารณะ","ปี","เพื่อการให้บริการประชาชน","ไดออกซิน","ไม่มี","2024-06-11","2024-07-12"
